Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,Year Code,Year,Source Code,Source,Unit,Value,Flag,Flag Description,Note
"GY","Synthetic Fertilizers","100","India","5162","Agricultural Use in nutrients","3102","Nutrient nitrogen N (total)","1983","1983","3050","FAO TIER 1","kg of nutrients","4637300000","X","International reliable sources",""
"GY","Synthetic Fertilizers","100","India","516202","Nitrogen fertilizer content applied that leaches","3102","Nutrient nitrogen N (total)","1983","1983","3050","FAO TIER 1","kg of nutrients","1391190000","Fc","Calculated data",""
"GY","Synthetic Fertilizers","100","India","516201","Nitrogen fertilizer content applied that volatilises","3102","Nutrient nitrogen N (total)","1983","1983","3050","FAO TIER 1","kg of nutrients","463730000","Fc","Calculated data",""
"GY","Synthetic Fertilizers","100","India","5162","Agricultural Use in nutrients","3102","Nutrient nitrogen N (total)","1984","1984","3050","FAO TIER 1","kg of nutrients","5333300000","X","International reliable sources",""
"GY","Synthetic Fertilizers","100","India","516202","Nitrogen fertilizer content applied that leaches","3102","Nutrient nitrogen N (total)","1984","1984","3050","FAO TIER 1","kg of nutrients","1599990000","Fc","Calculated data",""
"GY","Synthetic Fertilizers","100","India","516201","Nitrogen fertilizer content applied that volatilises","3102","Nutrient nitrogen N (total)","1984","1984","3050","FAO TIER 1","kg of nutrients","533330000","Fc","Calculated data",""
"GY","Synthetic Fertilizers","100","India","5162","Agricultural Use in nutrients","3102","Nutrient nitrogen N (total)","1985","1985","3050","FAO TIER 1","kg of nutrients","5750000000","X","International reliable sources",""
"GY","Synthetic Fertilizers","100","India","516202","Nitrogen fertilizer content applied that leaches","3102","Nutrient nitrogen N (total)","1985","1985","3050","FAO TIER 1","kg of nutrients","1725000000","Fc","Calculated data",""
"GY","Synthetic Fertilizers","100","India","516201","Nitrogen fertilizer content applied that volatilises","3102","Nutrient nitrogen N (total)","1985","1985","3050","FAO TIER 1","kg of nutrients","575000000","Fc","Calculated data",""
"GY","Synthetic Fertilizers","100","India","5162","Agricultural Use in nutrients","3102","Nutrient nitrogen N (total)","1986","1986","3050","FAO TIER 1","kg of nutrients","6528700000","X","International reliable sources",""
"GY","Synthetic Fertilizers","100","India","516202","Nitrogen fertilizer content applied that leaches","3102","Nutrient nitrogen N (total)","1986","1986","3050","FAO TIER 1","kg of nutrients","1958610000","Fc","Calculated data",""
"GY","Synthetic Fertilizers","100","India","516201","Nitrogen fertilizer content applied that volatilises","3102","Nutrient nitrogen N (total)","1986","1986","3050","FAO TIER 1","kg of nutrients","652870000","Fc","Calculated data",""
"GY","Synthetic Fertilizers","100","India","5162","Agricultural Use in nutrients","3102","Nutrient nitrogen N (total)","1987","1987","3050","FAO TIER 1","kg of nutrients","5702900000","X","International reliable sources",""
"GY","Synthetic Fertilizers","100","India","516202","Nitrogen fertilizer content applied that leaches","3102","Nutrient nitrogen N (total)","1987","1987","3050","FAO TIER 1","kg of nutrients","1710870000","Fc","Calculated data",""
"GY","Synthetic Fertilizers","100","India","516201","Nitrogen fertilizer content applied that volatilises","3102","Nutrient nitrogen N (total)","1987","1987","3050","FAO TIER 1","kg of nutrients","570290000","Fc","Calculated data",""
"GY","Synthetic Fertilizers","100","India","5162","Agricultural Use in nutrients","3102","Nutrient nitrogen N (total)","1988","1988","3050","FAO TIER 1","kg of nutrients","7157500000","X","International reliable sources",""
"GY","Synthetic Fertilizers","100","India","516202","Nitrogen fertilizer content applied that leaches","3102","Nutrient nitrogen N (total)","1988","1988","3050","FAO TIER 1","kg of nutrients","2147250000","Fc","Calculated data",""
"GY","Synthetic Fertilizers","100","India","516201","Nitrogen fertilizer content applied that volatilises","3102","Nutrient nitrogen N (total)","1988","1988","3050","FAO TIER 1","kg of nutrients","715750000","Fc","Calculated data",""
"GY","Synthetic Fertilizers","100","India","5162","Agricultural Use in nutrients","3102","Nutrient nitrogen N (total)","1989","1989","3050","FAO TIER 1","kg of nutrients","7150900000","X","International reliable sources",""
"GY","Synthetic Fertilizers","100","India","516202","Nitrogen fertilizer content applied that leaches","3102","Nutrient nitrogen N (total)","1989","1989","3050","FAO TIER 1","kg of nutrients","2145270000","Fc","Calculated data",""
"GY","Synthetic Fertilizers","100","India","516201","Nitrogen fertilizer content applied that volatilises","3102","Nutrient nitrogen N (total)","1989","1989","3050","FAO TIER 1","kg of nutrients","715090000","Fc","Calculated data",""
"GY","Synthetic Fertilizers","100","India","5162","Agricultural Use in nutrients","3102","Nutrient nitrogen N (total)","1990","1990","3050","FAO TIER 1","kg of nutrients","7565500000","X","International reliable sources",""
"GY","Synthetic Fertilizers","100","India","516202","Nitrogen fertilizer content applied that leaches","3102","Nutrient nitrogen N (total)","1990","1990","3050","FAO TIER 1","kg of nutrients","2269650000","Fc","Calculated data",""
"GY","Synthetic Fertilizers","100","India","516201","Nitrogen fertilizer content applied that volatilises","3102","Nutrient nitrogen N (total)","1990","1990","3050","FAO TIER 1","kg of nutrients","756550000","Fc","Calculated data",""
"GY","Synthetic Fertilizers","100","India","5162","Agricultural Use in nutrients","3102","Nutrient nitrogen N (total)","1991","1991","3050","FAO TIER 1","kg of nutrients","8046272000","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)",""
"GY","Synthetic Fertilizers","100","India","516202","Nitrogen fertilizer content applied that leaches","3102","Nutrient nitrogen N (total)","1991","1991","3050","FAO TIER 1","kg of nutrients","2413881600","Fc","Calculated data",""
"GY","Synthetic Fertilizers","100","India","516201","Nitrogen fertilizer content applied that volatilises","3102","Nutrient nitrogen N (total)","1991","1991","3050","FAO TIER 1","kg of nutrients","804627200","Fc","Calculated data",""
"GY","Synthetic Fertilizers","100","India","5162","Agricultural Use in nutrients","3102","Nutrient nitrogen N (total)","1992","1992","3050","FAO TIER 1","kg of nutrients","8426735000","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)",""
"GY","Synthetic Fertilizers","100","India","516202","Nitrogen fertilizer content applied that leaches","3102","Nutrient nitrogen N (total)","1992","1992","3050","FAO TIER 1","kg of nutrients","2528020500","Fc","Calculated data",""
"GY","Synthetic Fertilizers","100","India","516201","Nitrogen fertilizer content applied that volatilises","3102","Nutrient nitrogen N (total)","1992","1992","3050","FAO TIER 1","kg of nutrients","842673500","Fc","Calculated data",""
"GY","Synthetic Fertilizers","100","India","5162","Agricultural Use in nutrients","3102","Nutrient nitrogen N (total)","1993","1993","3050","FAO TIER 1","kg of nutrients","8778871000","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)",""
"GY","Synthetic Fertilizers","100","India","516202","Nitrogen fertilizer content applied that leaches","3102","Nutrient nitrogen N (total)","1993","1993","3050","FAO TIER 1","kg of nutrients","2633661300","Fc","Calculated data",""
"GY","Synthetic Fertilizers","100","India","516201","Nitrogen fertilizer content applied that volatilises","3102","Nutrient nitrogen N (total)","1993","1993","3050","FAO TIER 1","kg of nutrients","877887100","Fc","Calculated data",""
"GY","Synthetic Fertilizers","100","India","5162","Agricultural Use in nutrients","3102","Nutrient nitrogen N (total)","1994","1994","3050","FAO TIER 1","kg of nutrients","9507169000","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)",""
"GY","Synthetic Fertilizers","100","India","516202","Nitrogen fertilizer content applied that leaches","3102","Nutrient nitrogen N (total)","1994","1994","3050","FAO TIER 1","kg of nutrients","2852150700","Fc","Calculated data",""
"GY","Synthetic Fertilizers","100","India","516201","Nitrogen fertilizer content applied that volatilises","3102","Nutrient nitrogen N (total)","1994","1994","3050","FAO TIER 1","kg of nutrients","950716900","Fc","Calculated data",""
"GY","Synthetic Fertilizers","100","India","5162","Agricultural Use in nutrients","3102","Nutrient nitrogen N (total)","1995","1995","3050","FAO TIER 1","kg of nutrients","9822852000","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)",""
"GY","Synthetic Fertilizers","100","India","516202","Nitrogen fertilizer content applied that leaches","3102","Nutrient nitrogen N (total)","1995","1995","3050","FAO TIER 1","kg of nutrients","2946855600","Fc","Calculated data",""
"GY","Synthetic Fertilizers","100","India","516201","Nitrogen fertilizer content applied that volatilises","3102","Nutrient nitrogen N (total)","1995","1995","3050","FAO TIER 1","kg of nutrients","982285200","Fc","Calculated data",""
"GY","Synthetic Fertilizers","100","India","5162","Agricultural Use in nutrients","3102","Nutrient nitrogen N (total)","1996","1996","3050","FAO TIER 1","kg of nutrients","10315919000","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)",""
"GY","Synthetic Fertilizers","100","India","516202","Nitrogen fertilizer content applied that leaches","3102","Nutrient nitrogen N (total)","1996","1996","3050","FAO TIER 1","kg of nutrients","3094775700","Fc","Calculated data",""
"GY","Synthetic Fertilizers","100","India","516201","Nitrogen fertilizer content applied that volatilises","3102","Nutrient nitrogen N (total)","1996","1996","3050","FAO TIER 1","kg of nutrients","1031591900","Fc","Calculated data",""
"GY","Synthetic Fertilizers","100","India","5162","Agricultural Use in nutrients","3102","Nutrient nitrogen N (total)","1997","1997","3050","FAO TIER 1","kg of nutrients","10901899000","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)",""
"GY","Synthetic Fertilizers","100","India","516202","Nitrogen fertilizer content applied that leaches","3102","Nutrient nitrogen N (total)","1997","1997","3050","FAO TIER 1","kg of nutrients","3270569700","Fc","Calculated data",""
"GY","Synthetic Fertilizers","100","India","516201","Nitrogen fertilizer content applied that volatilises","3102","Nutrient nitrogen N (total)","1997","1997","3050","FAO TIER 1","kg of nutrients","1090189900","Fc","Calculated data",""
"GY","Synthetic Fertilizers","100","India","5162","Agricultural Use in nutrients","3102","Nutrient nitrogen N (total)","1998","1998","3050","FAO TIER 1","kg of nutrients","11353755000","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)",""
"GY","Synthetic Fertilizers","100","India","516202","Nitrogen fertilizer content applied that leaches","3102","Nutrient nitrogen N (total)","1998","1998","3050","FAO TIER 1","kg of nutrients","3406126500","Fc","Calculated data",""
"GY","Synthetic Fertilizers","100","India","516201","Nitrogen fertilizer content applied that volatilises","3102","Nutrient nitrogen N (total)","1998","1998","3050","FAO TIER 1","kg of nutrients","1135375500","Fc","Calculated data",""
"GY","Synthetic Fertilizers","100","India","5162","Agricultural Use in nutrients","3102","Nutrient nitrogen N (total)","1999","1999","3050","FAO TIER 1","kg of nutrients","11586250000","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)",""
"GY","Synthetic Fertilizers","100","India","516202","Nitrogen fertilizer content applied that leaches","3102","Nutrient nitrogen N (total)","1999","1999","3050","FAO TIER 1","kg of nutrients","3475875000","Fc","Calculated data",""
"GY","Synthetic Fertilizers","100","India","516201","Nitrogen fertilizer content applied that volatilises","3102","Nutrient nitrogen N (total)","1999","1999","3050","FAO TIER 1","kg of nutrients","1158625000","Fc","Calculated data",""
"GY","Synthetic Fertilizers","100","India","5162","Agricultural Use in nutrients","3102","Nutrient nitrogen N (total)","2000","2000","3050","FAO TIER 1","kg of nutrients","10920200000","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)",""
"GY","Synthetic Fertilizers","100","India","516202","Nitrogen fertilizer content applied that leaches","3102","Nutrient nitrogen N (total)","2000","2000","3050","FAO TIER 1","kg of nutrients","3276060000","Fc","Calculated data",""
"GY","Synthetic Fertilizers","100","India","516201","Nitrogen fertilizer content applied that volatilises","3102","Nutrient nitrogen N (total)","2000","2000","3050","FAO TIER 1","kg of nutrients","1092020000","Fc","Calculated data",""
"GY","Synthetic Fertilizers","100","India","5162","Agricultural Use in nutrients","3102","Nutrient nitrogen N (total)","2001","2001","3050","FAO TIER 1","kg of nutrients","11310175000","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)",""
"GY","Synthetic Fertilizers","100","India","516202","Nitrogen fertilizer content applied that leaches","3102","Nutrient nitrogen N (total)","2001","2001","3050","FAO TIER 1","kg of nutrients","3393052500","Fc","Calculated data",""
"GY","Synthetic Fertilizers","100","India","516201","Nitrogen fertilizer content applied that volatilises","3102","Nutrient nitrogen N (total)","2001","2001","3050","FAO TIER 1","kg of nutrients","1131017500","Fc","Calculated data",""
"GY","Synthetic Fertilizers","100","India","5162","Agricultural Use in nutrients","3102","Nutrient nitrogen N (total)","2002","2002","3050","FAO TIER 1","kg of nutrients","10469210000","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)",""
"GY","Synthetic Fertilizers","100","India","516202","Nitrogen fertilizer content applied that leaches","3102","Nutrient nitrogen N (total)","2002","2002","3050","FAO TIER 1","kg of nutrients","3140763000","Fc","Calculated data",""
"GY","Synthetic Fertilizers","100","India","516201","Nitrogen fertilizer content applied that volatilises","3102","Nutrient nitrogen N (total)","2002","2002","3050","FAO TIER 1","kg of nutrients","1046921000","Fc","Calculated data",""
"GY","Synthetic Fertilizers","100","India","5162","Agricultural Use in nutrients","3102","Nutrient nitrogen N (total)","2003","2003","3050","FAO TIER 1","kg of nutrients","11077861000","Qm","Official data from questionnaires and/or national sources and/or COMTRADE (reporters)",""
"GY","Synthetic Fertilizers","100","India","516202","Nitrogen fertilizer content applied that leaches","3102","Nutrient nitrogen N (total)","2003","2003","3050","FAO TIER 1","kg of nutrients","3323358300","Fc","Calculated data",""
"GY","Synthetic Fertilizers","100","India","516201","Nitrogen fertilizer content applied that volatilises","3102","Nutrient nitrogen N (total)","2003","2003","3050","FAO TIER 1","kg of nutrients","1107786100","Fc","Calculated data",""
